名称,所在地_連結表記,所在地_都道府県,所在地_市区町村,緯度,経度,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL
本町市民センター,石川県金沢市本町1丁目5番3号（リファーレ2F）,石川県,金沢市,36.57565,136.651796,076-260-0365,,,,,-,4.00002E+12,金沢市,月火水木金,8:30,17:15,休館日:土・日・祝日、年末年始(12/29～1/3),主な取扱業務：各種証明書の交付、戸籍・住民異動届の受付、印鑑登録の受付、国民健康保険の加入・脱退、個人番号カードの受付,車椅子可,,,多目的トイレ有り,段差無し;エレベーター有り;エスカレーター有り,,,盲導犬・介助犬・聴導犬同伴可,,,優先駐車場有り,,,,,,,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/shiminka/gyomuannai/2/1/4681.html
近江町市民センター,石川県金沢市青草町88番地（近江町いちば館4F）,石川県,金沢市,36.571547,136.65594,076-260-0250,,,,,-,4.00002E+12,金沢市,月火水木金,8:30,17:15,休館日:土・日・祝日、年末年始(12/29～1/3),主な取扱業務：各種証明書の交付、戸籍・住民異動届の受付、印鑑登録の受付、国民健康保険の加入・脱退、個人番号カードの受付,車椅子可,,,多目的トイレ有り,段差無し;エレベーター有り;手すり有り,点字ブロック有り,,盲導犬・介助犬・聴導犬同伴可,,,優先駐車場有り,,,,,,,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/shiminka/gyomuannai/2/1/4690.html
内川証明書交付機コーナー,石川県金沢市三小牛町20の1番地10（内川公民館内）,石川県,金沢市,36.509826,136.675013,076-247-2263,,,,,-,4.00002E+12,金沢市,月火水木金,9:00,17:00,休館日:土・日・祝日、年末年始(12/29～1/3),取扱業務：住民票の写し・印鑑登録証明書・戸籍の附票の写し・戸籍証明書（謄・抄本）の証明書交付サービス,車椅子可,車椅子貸出有り,,,スロープ有り;段差無し,,,,,,,,,,,,,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/shiminka/gyomuannai/2/1/4692.html
湯涌証明書交付機コーナー,石川県金沢市芝原町イ59番地（湯涌公民館内）,石川県,金沢市,36.492189,136.750129,076-235-1852,,,,,-,4.00002E+12,金沢市,月火水木金,9:00,17:00,休館日:土・日・祝日、年末年始(12/29～1/3),取扱業務：住民票の写し・印鑑登録証明書・戸籍の附票の写し・戸籍証明書（謄・抄本）の証明書交付サービス,車椅子可,,,,スロープ有り;手すり有り,,,,,,,,,,,,,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/shiminka/gyomuannai/2/1/4694.html
上荒屋史跡公園,石川県金沢市上荒屋7丁目73,石川県,金沢市,36.551844,136.588753,076-220-2469,,,,,-,4.00002E+12,金沢市,,,,,奈良時代から平安時代にかけての荘園跡である国史跡「東大寺領横江荘遺跡上荒屋遺跡」を整備した史跡公園です。公園内には発掘調査で見つかった運河跡や荘家跡などが立体的に再現されています。,,,,,,,,,,,,,,,,,,
チカモリ遺跡公園,石川県金沢市新保本5丁目47,石川県,金沢市,36.556141,136.604712,076-240-2371,,,,,-,4.00002E+12,金沢市,,,,,巨大な縄文時代の木柱根が発掘されたことで有名な国史跡「チカモリ遺跡」を整備した遺跡公園です。公園内には発掘調査で見つかった環状木柱列など縄文時代後・晩期の遺構が復元されています。,,,,,,,,,,,,,,,,,,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/bunkazaihogoka/gyomuannai/3/1/1/siteibunkazai/5/5837.html
金沢市三谷さとやま交流広場,石川県金沢市宮野町ヲ１１番地,石川県,金沢市,36.598872,136.732869,なし（無人施設のため）,,nourin_s@city.kanazawa.lg.jp,,,-,4.00002E+12,金沢市,月火水木金土日,,,休館日なし（無人施設のため）,金沢市三谷さとやま交流広場は、里山の豊かな自然環境の中で、農林業の体験や市民の交流の場として利用することにより、農林業の振興と周辺地域の活性化を目的とした施設です。,,無,無,有,無,,,,,,,,無,,有,無,有,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/nogyosuisanshinkoka/gyomuannai/3/1/6603.html
金沢市西町教育研修館,石川県金沢市西町三番丁16,石川県,金沢市,36.569699,136.656077,076-232-4050,,,,,-,4.00002E+12,金沢市,月水木金土日,9:00,19:00,休館日:毎週火曜日、12月29日～1月3日,〔経緯〕昭和27年10月　石川県繊維会館として建設（金沢市名誉市民の谷口吉郎博士が設計）、昭和58年　金沢市が買収、昭和60年～　改修後中央公民館西町館として使用、平成14年～　  金沢市西町教育研修館として使用、令和４年10月　国登録有形文化財に登録,不可,無,無,無,スロープのみ有,無,無,無,無,無,無,無,無,無,,無,無,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/kohokochoka/gyomuannai/6/2/6342.html
市営球技場,石川県金沢市富樫3-8-10,石川県,金沢市,36.539191,136.641684,076-280-0223,,,,,921-8171,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,19:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,"サッカー・ラグビー・アメリカンフットボール（人工芝）１面、観覧席3,192人",○,×,×,○,観覧席のみスロープあり,×,×,○,×,×,○,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/686/
専光寺ソフトボール場,石川県金沢市専光寺町レ3-5,石川県,金沢市,36.586615,136.578966,076-268-7090,,,,,920-0356,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）※冬期間は休業します。夜間照明を使用する場合は午後９時まで　会議室：午前６時から午後９時まで,ソフトボール場４面（うち照明設備付１面）,○,×,×,×,×,○,×,○,×,×,○,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/681/
市営陸上競技場,石川県金沢市弥生3-5-1,石川県,金沢市,36.541008,136.643654,076-241-0049,,,,,921-8036,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,"第２種公認：トラック８コース、観覧席1,610席",○,×,×,×,×,×,×,○,×,×,○,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/671/
内川スポーツ広場,石川県金沢市山川町1-1,石川県,金沢市,36.511141,136.687426,076-229-4013,,,,,920-1337,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:30,19:00,休館日:１２月１日から翌年３月３１日まで、少年野球場：午前８時から午後７時まで（夜間照明を使用する場合は午後９時まで）、芝生広場・レストハウス：午前９時から午後５時３０分まで（７，８月は午後７時まで、※バーベキュー利用は午後５時まで）、遊びの広場：午前９時30分から午後５時まで（１１月は午後４時３０分まで）,少年野球場２面（うち照明設備付１面）、芝生広場、モノレール、スライダー、バーベキュー場,○,○,×,○,×,×,×,○,×,○,○,×,×,○,○,○,○,https://www.kanazawa-sports.jp/use/search/573/
戸室スポーツ広場,石川県金沢市戸室新保ト35,石川県,金沢市,36.544717,136.732525,076-236-1322,,,,,920-1105,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,19:00,休館日:１２月１日から翌年３月３１日まで、少年野球場：午前８時から午後７時まで（※照明設備なし）、マレットゴルフ場・芝生広場・遊びの広場・レストハウス：午前９時から午後５時３０分まで,少年野球場１面、芝生広場、マレットゴルフ、大型斜面遊具,○,○,×,○,×,×,×,○,×,○,○,×,○,○,○,○,○,https://www.kanazawa-sports.jp/use/search/572/
安原スポーツ広場,石川県金沢市下安原町東1127,石川県,金沢市,36.570372,136.574645,076-240-2098,,,,,920-0371,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,6:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）、多目的グラウンドは芝生養生のため使用できる期間は、5月下旬から１１月中旬までに制限しています。野球場は冬期間は閉鎖します。第１室内練習場・第２室内練習場、多目的室：午前６時から午後９時まで、その他：午前６時から午後７時まで,野球場（両翼91ｍ・中堅116ｍ）、多目的グラウンド１面、第１室内練習場、第２室内練習場、多目的室,○,×,×,○,クラブハウスのみスロープあり,○,×,○,×,×,○,×,×,○,○,×,×,https://www.kanazawa-sports.jp/use/search/561/
医王山スキー場,石川県金沢市俵町テ甲21,石川県,金沢市,36.527293,136.751669,076-229-0209,,,,,920-1108,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,8:30,16:30,営業期間：12月下旬から3月上旬まで（積雪による）,ファミリーコース（初級者向け）、ダイナミックコース（中・上級者向け）、チャレンジコース（上級者向け）、林道コース（初心者向け）、ソリあそびコース,×,×,×,×,×,×,×,×,×,○,×,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/546/
久安運動広場,石川県金沢市久安2-280,石川県,金沢市,36.533166,136.630676,076-241-0882,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,少年野球・ソフトボール2面,○,v,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
額谷運動広場,石川県金沢市額谷町ホ2-3,石川県,金沢市,36.5093,136.62905,076-241-0882,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,少年野球・ソフトボール１面,×,×,×,○,○,×,×,○,×,×,×,×,×,○,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
大桑運動広場,石川県金沢市野田町ソ41,石川県,金沢市,36.5358202,136.67173,076-241-0882,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,少年野球・ソフトボール２面,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
田上運動広場,石川県金沢市田上2-142-1,石川県,金沢市,36.544062,136.695167,076-254-0020,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,運動広場,○,×,×,×,×,×,×,○,×,×,×,×,×,,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
森本こどもグラウンド,石川県金沢市塚崎町ハ47-1,石川県,金沢市,36.6152133,136.696772,076-254-0020,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,少年野球１面,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
鞍月広場,石川県金沢市鞍月4-21,石川県,金沢市,36.598949,136.620837,076-241-0882,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,サッカー・ラグビー１面,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
湊野球場,石川県金沢市湊2-123,石川県,金沢市,36.635538,136.64903,076-251-0079,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,軟式野球（成人・少年）・ソフトボール１面,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
湊運動公園,石川県金沢市湊2-86,石川県,金沢市,36.633739,136.646533,076-251-0079,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,少年野球・ソフトボール１面,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
医王山運動広場,石川県金沢市二俣町阿10,石川県,金沢市,36.555339,136.759095,076-254-0020,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,少年野球・ソフトボール１面、少年サッカー１面,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
加賀朝日町グラウンドゴルフ場,石川県金沢市加賀朝日町北6,石川県,金沢市,36.625125,136.757732,076-254-0020,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,グラウンドゴルフ16ホール,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
法光寺運動広場,石川県金沢市法光寺町ト11-2,石川県,金沢市,36.601868,136.684942,076-254-0020,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,多目的広場,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
金沢テクノパーク運動広場,石川県金沢市北陽台2-46,石川県,金沢市,36.5945723,136.717665,076-251-0079,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,軟式・ソフトボール１面、サッカー１面、簡易クレーコート１面,○,×,×,○,×,×,×,○,×,×,○,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
こなん水辺グラウンドゴルフ場,石川県金沢市大場町西427-1,石川県,金沢市,36.625138,136.67269,076-251-0079,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,グラウンドゴルフ８ホール,○,×,×,×,○,×,×,○,×,×,○,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
伏見川スポーツ公園,石川県金沢市東力町・黒田1丁目地内,石川県,金沢市,36.562936,136.617265,076-254-0020,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,少年サッカー１面,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
西金沢少年運動広場,石川県金沢市西金沢3-128,石川県,金沢市,36.554736,136.61245,076-251-0079,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,芝生広場,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
伏見川グラウンド,石川県金沢市米泉町10丁目1-9,石川県,金沢市,36.556861,136.623166,076-251-0079,,,,,-,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,日の出,日没,休館日:年末年始（１２月２８日から翌年１月３日まで）,少年野球・ソフトボール１面,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,https://www.kanazawa-sports.jp/use/search/518/
西部市民憩いの家,石川県金沢市東力町ハ２５６,石川県,金沢市,36.563371,136.619185,076-291-4520,,,,,921-8015,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火木金土,9:00,21:00,休館日:毎週水曜日、年末年始（１２月２８日から翌年１月３日まで）、平日：午前９時から午後９時まで、日曜日及び祝日：午前９時から午後７時まで、浴室は午前１０時から午後３時まで,男女浴室、大広間、研修室、多目的室、会議室,○２階まで行けない,×,×,×,×,×,×,○,×,○,○,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/post5781/
スポーツ交流広場,石川県金沢市磯部町ニ45,石川県,金沢市,36.597381,136.657041,076-251-8189,,,,,920-0012,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,サッカー他：人工芝１面,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/534/
屋内交流広場（あめるんパーク）,石川県金沢市磯部町ロ23番地1,石川県,金沢市,36.5961931,136.659315,076-251-3531,,,,,920-0012,8.0112E+12,金沢プール共同事業体,日月火水木金土,9:00,21:00,"休館日:年末年始（１２月２８日から翌年１月３日まで）、設備メンテナンス休館：月 1 日程度
※個人利用は午後４時４５分まで",親子アスレチックゾーン、多目的ゾーン,○,○,×,○,○,○,○,○,×,○,○,○,○,○,○,×,○,http://www.okunaikouryuhiroba.jp/
城北市民テニスコート,石川県金沢市松寺町酉90-1,石川県,金沢市,36.601883,136.65669,076-237-6028,,,,,920-0011,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,6:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）※11月～３月：午前９時から午後９時まで,"照明付き全天候型コート（砂入り人工芝）12面、壁打ちコート２面、観覧席1,500人",○,×,×,○,○,×,×,○,×,○,○,×,×,×,○,×,× ,https://www.kanazawa-sports.jp/use/search/512/
東金沢スポーツ広場,石川県金沢市三池町240-1,石川県,金沢市,36.593823,136.671183,076-252-0318,,,,,920-0802,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,6:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）※11月～３月：午前９時から午後９時まで,照明付き全天候型コート（砂入り人工芝）5面、壁打ちコート1面、スケートボード場,×,×,×,×,×,×,×,○,×,○,×,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/508/
西金沢テニスコート,石川県金沢市西金沢3-684,石川県,金沢市,36.554741,136.611466,076-240-3848,,,,,921-8054,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,6:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）※11月～３月：午前９時から午後９時まで,照明付き全天候型コート（砂入り人工芝）4面,×,×,×,×,×,×,×,○,×,○,×,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/505/
大徳テニスコート,石川県金沢市観音堂町ト1-1,石川県,金沢市,36.589735,136.607599,076-266-1122,,,,,920-0838,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,6:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）※11月～３月：午前９時から午後９時まで,照明付き全天候型コート（砂入り人工芝）4面,×,×,×,×,×,×,×,○,×,○,×,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/499/
城東テニスコート,石川県金沢市土清水2-346,石川県,金沢市,36.525269,136.691184,076-229-3230,,,,,920-0955,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,6:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）※11月～３月：午前９時から午後９時まで,照明付き全天候型コート（砂入り人工芝）2面,×,×,×,○,○,×,×,○,×,○,○,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/497/
西部市民プール,石川県金沢市東力町ハ250,石川県,金沢市,36.562935,136.619833,076-291-6450,,,,,921-8015,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火木金土,9:00,21:00,休館日:-毎週水曜日-年末年始（１２月２８日から翌年１月５日まで）※１２月～３月：午前１０時から午後９時まで,屋内プール（温水）：25ｍプール、幼児プール,○要介助者,×,×,×,×,×,×,○,×,○,○,×,×,○,○,×,×,https://www.kanazawa-sports.jp/use/search/487/
鳴和台市民プール,石川県金沢市鳴和台285,石川県,金沢市,36.57704,136.679161,076-251-3963,,,,,920-0815,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水金土,9:00,21:00,休館日:-毎週木曜日-年末年始（１２月２８日から翌年１月５日まで）※１２月～３月：午前１０時から午後９時まで,屋内プール（温水）：25ｍプール、幼児ブール、ウォータースライダー,○,○,×,○,○,○,×,○,×,○,○,×,○,○,○,×,×,https://www.kanazawa-sports.jp/use/search/483/
金沢プール,石川県金沢市磯部町ハ55,石川県,金沢市,36.596811,136.659835,076-251-3535,,,,,920-0012,8.0112E+12,金沢プール共同事業体,日火水木金土,9:00,21:00,休館日:毎週月曜日（祝日の場合は翌日）、年末年始（１２月２８日から翌年１月３日まで）,"屋内プール（温水）：50ｍプール、飛込プール、25ｍサブプール、観覧席（約2,500人（仮設含む））、会議室",○,○,×,○,○,○,○,○,×,○,○,○,○,○,○,×,×,http://www.kanazawa-pool.jp/
金沢市総合体育館,石川県金沢市泉野出町3-8-1,石川県,金沢市,36.539911,136.650051,076-247-0088,,,,,921-8116,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,22:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,第１競技場（40ｍ×60ｍ）、第２競技場（24ｍ×32ｍ）、第３競技場（24ｍ×13ｍ）、卓球室、多目的室、トレーニングルーム、会議室,○,○,×,○,○,×,×,○,×,○,○,○,×,○,○,×,×,https://www.kanazawa-sports.jp/use/search/433/
中央市民体育館,石川県金沢市長町3-3-3,石川県,金沢市,36.566611,136.645581,076-260-4554,,,,,920-0865,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,競技場（41ｍ×48ｍ）、多目的ホール（トレーニングスペ－ス有、簡易卓球場,○,○,×,○,○,×,×,○,×,○,×,○,×,○,○,×,×,https://www.kanazawa-sports.jp/use/search/176/
城南市民体育館,石川県金沢市若草町1-60,石川県,金沢市,36.544314,136.656708,076-244-1843,,,,,921-8111,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,競技場（29ｍ×27.7ｍ）,×,×,×,○,○,×,×,○,×,○,○,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/448/
城東市民体育館,石川県金沢市土清水2-346,石川県,金沢市,36.524789,136.691267,076-229-3230,,,,,920-0955,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,競技場（31ｍ×35ｍ）、多目的スペース,×,×,×,○,○,×,×,○,×,○,○,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/451/
城北市民体育館,石川県金沢市鳴和2-10-44,石川県,金沢市,36.587541,136.669875,076-251-0853,,,,,920-0804,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,競技場（29.5ｍ×28ｍ）,×,×,×,×,○,×,×,○,×,○,○,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/455/
城西市民体育館,石川県金沢市木曳野1－3,石川県,金沢市,36.598011,136.603013,076-268-3899,,,,,920-0339,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,競技場（35ｍ×28.5ｍ）,×,×,×,○,○,×,×,○,×,○,○,×,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/458/
森本市民体育館,石川県金沢市弥勒町ヨ50-1,石川県,金沢市,36.615877,136.6925,076-257-1906,,,,,920-3115,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,競技場（35ｍ×28.5ｍ）,×,×,×,○,○,×,×,○,×,○,○,○,×,×,○,×,×,https://www.kanazawa-sports.jp/use/search/461/
浅野川市民体育館,石川県金沢市大河端西1-96,石川県,金沢市,36.61484,136.639885,076-238-0277,,,,,920-0213,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,競技場（28.5ｍ×35ｍ）,×,×,×,○,○,×,×,○,×,○,○,×,×,○,○,×,×,https://www.kanazawa-sports.jp/use/search/464/
額谷ふれあい体育館,石川県金沢市額谷町ヌ16,石川県,金沢市,36.509409,136.629936,076-296-1123,,,,,921-8144,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,競技場（45.7ｍ×32ｍ）、多目的室,○,○,×,○,○,×,×,○,×,○,○,×,×,○,○,×,×,https://www.kanazawa-sports.jp/use/search/468/
西部市民体育館,石川県金沢市東力町ハ250,石川県,金沢市,36.562935,136.619833,076-291-6450,,,,,921-8015,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,競技場（32.5ｍ×31ｍ）,○3階まで行けない,○,×,×,×,×,×,○,×,○,○,×,×,○,○,×,×,https://www.kanazawa-sports.jp/use/search/472/
鳴和台市民体育館,石川県金沢市鳴和台285,石川県,金沢市,36.57704,136.679161,076-251-3963,,,,,920-0815,1.22001E+12,公益財団法人　金沢市スポーツ事業団,日月火水木金土,9:00,21:00,休館日:年末年始（１２月２８日から翌年１月３日まで）,競技場（27ｍ×31ｍ）、会議室,○,○,×,○,○,○,×,○,×,○,○,×,○,○,○,×,×,https://www.kanazawa-sports.jp/use/search/475/
駅西むつみ体育館,石川県金沢市駅西本町2-3-27,石川県,金沢市,36.5809363,136.636906,076-221-9065,,,,FAX：076-221-9065,920-0025,1.22E+12,株式会社エイム,月火木金土日,10:00,21:00,開館時間：日曜・祝日は9：00から19：00、休館日：毎週水曜日、祝日の翌日、年末年始（１２月２９日から翌年１月３日まで）,体育室・多目的室・ボウリング室・機能回復訓練室（リハビリ室）有り,有,有,無,有,無,有,無,有,無,有,有,有,無,無,有,無,無,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/shogaifukushika/gyomuannai/3/3/4483.html
金沢市立病院,石川県金沢市平和町3-7-3,石川県,金沢市,36.54075,136.6626,076-245-2600,,,,,-,4.00002E+12,金沢市,月火水木金,8:30,17:00,診療科により受付時間異なる、休日時間外診療あり,【開設許可年月日】、昭和３３年７月１４日、【病床数】、一般病床２７５床　結核病床２５床　感染症病床６床　計３０６床、【主な指定医療機関】、救急告示病院　災害拠点病院　第二種感染症指定医療機関、臨床研修医指定病院　がん診療連携推進病院　地域医療支援病院,,,,,,,,,,,,,,,,,,https://kanazawa-municipal-hosp.com/
金沢市松ヶ枝福祉館,石川県金沢市高岡町7-25,石川県,金沢市,36.569561,136.653736,076-231-3571,,,,,-,4.00002E+12,金沢市,月火水木金土日,9:00,22:00,休館日:年末年始（12/29－1/3）,金沢市社会福祉協議会、金沢手をつなぐ親の会、金沢市身体障害者団体連合会、金沢市聴力障害者福祉協会など、市内の福祉関係団体の拠点施設です。高齢者・障害のある方および児童の自主的・創造的な活動を推進し、市民の福祉保健活動やボランティア活動を支援しています。また、会議室の貸出等を行っています。,,,,,,,,,,,,,,,,,,http://www.kana-syakyo.jp
金沢市社会福祉協議会　金沢自立生活サポートセンター　金沢障害者就業・生活支援センター　金沢権利擁護センター　金沢ボランティアセンター,石川県金沢市高岡町7-25,石川県,金沢市,36.569561,136.653736,076-231-3571,,,,,-,4.00002E+12,金沢市,月火水木金,9:00,17:45,休館日:土、日、祝、年末年始（12/29－1/3）,地域福祉の推進を図ることを目的とした非営利の民間組織です。誰もが住み慣れたまちで安心して生活することの出来る「福祉のまちづくり」の実現を目指し、福祉に関する相談や高齢者・障害のある方等への支援活動を行っています。,,,,,,,,,,,,,,,,,,http://www.kana-syakyo.jp
